employee_id,role,salaire_brut,cot_salariale,cot_patronale,net_imposable,pas,net_paye,avantages,total_cost,month
00003,Founder,2066.25,417.56,622.07,1648.69,77.52,1571.17,126.58,2814.89,2024-07
00003,Founder,2028.87,368.14,622.53,1660.73,104.18,1556.54,9.88,2661.27,2024-08
00003,Founder,2028.23,428.61,719.19,1599.62,95.64,1503.98,11.07,2758.48,2024-09
00003,Founder,2046.24,416.25,662.89,1629.99,81.94,1548.05,4.78,2713.91,2024-10
00003,Founder,2045.21,484.1,687.02,1561.11,63.62,1497.5,4.65,2736.88,2024-11
00003,Founder,2040.42,399.42,763.91,1641.0,85.34,1555.66,42.54,2846.87,2024-12
00004,Engineer,2214.05,423.05,747.56,1790.99,62.64,1728.35,80.51,3042.12,2023-01
00004,Engineer,2238.53,443.58,624.88,1794.96,61.52,1733.44,113.52,2976.93,2023-02
00004,Engineer,2266.02,481.96,622.92,1784.05,106.9,1677.16,73.67,2962.61,2023-03
00004,Engineer,2228.17,519.23,823.57,1708.95,53.17,1655.78,89.79,3141.54,2023-04
00004,Engineer,2197.49,445.22,842.93,1752.27,80.59,1671.68,93.93,3134.35,2023-05
00004,Engineer,2380.77,477.8,938.39,1902.96,64.29,1838.67,2.12,3321.28,2023-06
00004,Engineer,2389.3,569.17,659.63,1820.13,107.03,1713.1,145.07,3194.0,2023-07
00004,Engineer,2430.47,441.56,663.62,1988.91,62.69,1926.22,126.11,3220.2,2023-08
00004,Engineer,2452.38,487.94,946.21,1964.44,94.46,1869.98,71.16,3469.75,2023-09
00004,Engineer,2459.25,505.34,998.01,1953.91,61.56,1892.35,136.63,3593.89,2023-10
00004,Engineer,2429.13,517.4,760.25,1911.73,96.25,1815.47,43.22,3232.6,2023-11
00004,Engineer,2374.68,440.3,845.35,1934.38,90.02,1844.36,129.74,3349.77,2023-12
00004,Engineer,2402.02,455.57,827.05,1946.45,89.12,1857.33,112.67,3341.74,2024-01
00004,Engineer,2344.11,535.16,611.07,1808.95,109.15,1699.81,11.52,2966.7,2024-02
00004,Engineer,2315.0,532.11,858.04,1782.89,110.24,1672.65,133.77,3306.81,2024-03
00004,Engineer,2271.56,439.25,870.05,1832.3,70.57,1761.74,144.34,3285.95,2024-04
00004,Engineer,2322.13,537.77,928.24,1784.35,56.12,1728.24,29.05,3279.41,2024-05
00004,Engineer,2303.8,438.69,753.44,1865.11,91.17,1773.95,74.47,3131.71,2024-06
00004,Engineer,2309.07,428.83,645.99,1880.24,111.71,1768.53,122.5,3077.57,2024-07
00004,Engineer,2328.6,456.54,884.44,1872.06,127.61,1744.45,52.89,3265.93,2024-08
00004,Engineer,2368.27,544.42,647.91,1823.85,83.82,1740.03,91.88,3108.06,2024-09
00004,Engineer,2338.74,469.29,696.68,1869.45,111.21,1758.24,90.02,3125.44,2024-10
00004,Engineer,2384.35,554.08,911.93,1830.27,76.8,1753.47,107.89,3404.16,2024-11
00004,Engineer,2420.58,539.46,725.77,1881.12,102.28,1778.84,132.71,3279.06,2024-12
00005,Engineer,2312.9,466.86,917.79,1846.04,111.57,1734.48,45.63,3276.32,2023-01
00005,Engineer,2280.77,424.48,859.82,1856.29,57.16,1799.13,33.7,3174.29,2023-02
00005,Engineer,2280.76,535.17,579.56,1745.59,118.88,1626.71,148.07,3008.39,2023-03
00005,Engineer,2528.6,575.25,700.53,1953.36,61.96,1891.39,145.16,3374.3,2023-04
00005,Engineer,2536.44,476.96,684.31,2059.48,130.45,1929.03,127.76,3348.51,2023-05
00005,Engineer,2542.67,486.66,648.13,2056.01,74.7,1981.31,25.03,3215.83,2023-06
00005,Engineer,2570.55,601.23,1029.79,1969.32,59.76,1909.56,39.11,3639.45,2023-07
00005,Engineer,2558.89,592.97,654.31,1965.92,94.73,1871.19,58.87,3272.07,2023-08
00005,Engineer,2580.49,549.77,1051.42,2030.72,102.37,1928.34,49.64,3681.55,2023-09
00005,Engineer,2623.44,597.77,898.53,2025.67,140.21,1885.46,147.06,3669.03,2023-10
00005,Engineer,2598.36,498.77,978.23,2099.6,70.42,2029.18,95.51,3672.1,2023-11
00005,Engineer,2562.14,494.85,963.18,2067.29,86.15,1981.14,34.13,3559.45,2023-12
00005,Engineer,2537.28,585.88,850.48,1951.39,130.47,1820.92,142.09,3529.85,2024-01
00005,Engineer,2555.45,514.06,730.62,2041.4,86.45,1954.95,81.07,3367.14,2024-02
00005,Engineer,2581.84,480.51,995.48,2101.33,80.52,2020.81,4.93,3582.24,2024-03
00005,Engineer,2572.66,589.57,737.28,1983.09,95.89,1887.2,106.66,3416.6,2024-04
00005,Engineer,2558.49,490.07,1010.56,2068.41,91.78,1976.63,0.48,3569.53,2024-05
00005,Engineer,2582.42,546.99,906.52,2035.43,121.5,1913.93,135.29,3624.22,2024-06
00005,Engineer,2549.07,601.48,691.3,1947.59,126.12,1821.47,3.58,3243.95,2024-07
00005,Engineer,2519.42,488.91,681.63,2030.51,78.07,1952.44,13.81,3214.87,2024-08
00005,Engineer,2485.61,470.92,996.08,2014.68,107.45,1907.23,63.88,3545.56,2024-09
00005,Engineer,2497.79,479.38,934.78,2018.41,109.64,1908.77,64.34,3496.91,2024-10
00005,Engineer,2468.4,466.81,968.54,2001.59,91.42,1910.18,41.86,3478.8,2024-11
00005,Engineer,2483.43,504.54,734.96,1978.9,121.25,1857.65,127.49,3345.89,2024-12
00006,Engineer,3309.52,683.45,914.58,2626.07,226.9,2399.17,51.42,4275.52,2023-01
00006,Engineer,3362.0,742.13,926.74,2619.88,280.3,2339.58,72.78,4361.53,2023-02
00006,Engineer,3329.19,659.49,890.61,2669.7,259.13,2410.57,104.0,4323.8,2023-03
00006,Engineer,3350.92,746.77,1143.09,2604.15,274.13,2330.02,102.33,4596.34,2023-04
00006,Engineer,3357.29,658.34,1121.92,2698.95,280.46,2418.49,9.83,4489.03,2023-05
00006,Engineer,3356.17,717.3,1377.91,2638.86,255.16,2383.71,40.74,4774.82,2023-06
00006,Engineer,3370.1,636.63,996.2,2733.47,278.58,2454.89,44.64,4410.94,2023-07
00006,Engineer,3422.04,774.07,1008.76,2647.96,194.85,2453.11,42.94,4473.73,2023-08
00006,Engineer,3471.04,784.08,1350.87,2686.97,290.14,2396.82,61.46,4883.37,2023-09
00006,Engineer,3471.74,778.97,1409.77,2692.77,211.34,2481.43,101.41,4982.92,2023-10
00006,Engineer,3471.18,671.54,1094.88,2799.64,224.72,2574.92,53.12,4619.17,2023-11
00006,Engineer,3494.1,825.77,1307.81,2668.33,230.28,2438.06,103.33,4905.25,2023-12
00006,Engineer,3511.18,761.08,1181.4,2750.1,290.06,2460.04,148.74,4841.33,2024-01
00006,Engineer,3537.88,705.12,996.07,2832.77,302.44,2530.33,56.29,4590.24,2024-02
00006,Engineer,3567.66,791.17,1256.4,2776.49,229.34,2547.15,36.41,4860.47,2024-03
00006,Engineer,3595.91,670.48,1376.95,2925.42,205.45,2719.97,149.88,5122.74,2024-04
00006,Engineer,3528.17,824.72,1468.18,2703.45,192.82,2510.64,142.51,5138.86,2024-05
00006,Engineer,3531.74,828.04,1443.57,2703.7,229.54,2474.16,40.32,5015.63,2024-06
00006,Engineer,3564.57,685.95,1307.1,2878.63,265.14,2613.49,127.0,4998.67,2024-07
00006,Engineer,3626.74,840.48,1439.9,2786.26,218.68,2567.58,40.93,5107.57,2024-08
00006,Engineer,3666.46,791.07,1297.05,2875.39,209.8,2665.59,90.17,5053.68,2024-09
00006,Engineer,3690.24,864.46,1202.31,2825.79,259.59,2566.2,74.98,4967.54,2024-10
00006,Engineer,3713.54,707.6,1491.1,3005.94,214.29,2791.65,71.43,5276.07,2024-11
00006,Engineer,3729.45,701.41,996.9,3028.04,240.07,2787.97,68.3,4794.66,2024-12
00007,Engineer,2262.69,517.99,687.15,1744.7,64.73,1679.97,128.67,3078.51,2023-01
00007,Engineer,2234.12,457.6,830.74,1776.53,60.7,1715.82,117.67,3182.53,2023-02
00007,Engineer,2234.57,525.19,559.29,1709.39,102.34,1607.04,37.15,2831.01,2023-03
00007,Engineer,2230.48,502.08,793.03,1728.41,67.28,1661.13,42.32,3065.84,2023-04
00007,Engineer,2275.2,515.91,818.87,1759.3,109.15,1650.15,49.73,3143.8,2023-05
00007,Engineer,2301.18,530.21,619.78,1770.97,77.69,1693.28,34.07,2955.03,2023-06
00007,Engineer,2308.28,521.9,807.97,1786.38,62.57,1723.82,81.74,3197.98,2023-07
00007,Engineer,2322.01,507.81,806.11,1814.21,100.53,1713.67,111.74,3239.87,2023-08
00007,Engineer,2326.33,430.85,629.17,1895.48,131.5,1763.98,98.06,3053.55,2023-09
00007,Engineer,2293.28,545.85,921.01,1747.44,119.14,1628.3,100.73,3315.02,2023-10
00007,Engineer,2299.92,500.57,719.73,1799.35,93.56,1705.79,27.09,3046.74,2023-11
00007,Engineer,2327.09,452.96,675.43,1874.13,64.13,1810.0,133.36,3135.88,2023-12
00007,Engineer,2358.74,499.32,590.76,1859.42,95.54,1763.88,58.36,3007.85,2024-01
00007,Engineer,2378.3,488.86,598.38,1889.44,127.7,1761.74,84.71,3061.4,2024-02
00007,Engineer,2348.79,492.42,952.02,1856.37,85.08,1771.3,129.96,3430.77,2024-03
00007,Engineer,2343.59,491.14,628.04,1852.45,76.34,1776.12,66.65,3038.29,2024-04
00007,Engineer,2348.26,476.2,915.43,1872.06,72.79,1799.28,52.55,3316.24,2024-05
00007,Engineer,2316.43,460.3,801.22,1856.13,120.12,1736.01,95.78,3213.43,2024-06
00007,Engineer,2356.14,452.31,787.77,1903.83,120.2,1783.63,144.37,3288.29,2024-07
00007,Engineer,2364.1,522.37,678.52,1841.73,101.93,1739.8,31.8,3074.42,2024-08
00007,Engineer,2323.36,512.94,664.23,1810.43,96.45,1713.97,43.24,3030.84,2024-09
00007,Engineer,2378.71,558.99,707.11,1819.72,78.22,1741.5,98.97,3184.79,2024-10
00007,Engineer,2430.98,540.43,891.5,1890.55,108.42,1782.13,58.68,3381.16,2024-11
00007,Engineer,2437.64,550.07,679.1,1887.56,119.01,1768.56,27.7,3144.44,2024-12
00008,Engineer,3055.74,675.59,1052.45,2380.15,122.67,2257.48,54.73,4162.93,2023-01
00008,Engineer,3016.05,612.57,1013.53,2403.48,116.41,2287.07,77.91,4107.49,2023-02
00008,Engineer,3007.97,642.92,1087.5,2365.05,156.44,2208.6,19.16,4114.62,2023-03
00008,Engineer,3000.01,715.32,952.82,2284.68,82.08,2202.61,92.72,4045.54,2023-04
00008,Engineer,2965.6,664.98,784.34,2300.62,89.21,2211.41,12.44,3762.38,2023-05
00008,Engineer,3011.04,650.09,769.79,2360.95,144.11,2216.85,115.45,3896.28,2023-06
00008,Engineer,3022.26,676.48,917.32,2345.78,71.0,2274.78,84.89,4024.47,2023-07
00008,Engineer,3046.12,607.57,916.92,2438.55,96.19,2342.35,76.14,4039.17,2023-08
00008,Engineer,3035.57,673.5,1028.48,2362.07,100.13,2261.94,75.69,4139.74,2023-09
00008,Engineer,3023.75,626.43,845.77,2397.33,141.83,2255.5,64.2,3933.72,2023-10
00008,Engineer,3071.4,601.02,983.93,2470.39,103.34,2367.05,60.79,4116.13,2023-11
00008,Engineer,3131.63,624.38,1010.25,2507.25,214.52,2292.73,76.83,4218.71,2023-12
00008,Engineer,3157.75,578.95,1069.6,2578.8,243.06,2335.74,59.51,4286.86,2024-01
00008,Engineer,3106.39,629.44,887.46,2476.95,125.74,2351.22,92.91,4086.77,2024-02
00008,Engineer,3132.86,666.36,981.08,2466.5,126.25,2340.25,72.44,4186.37,2024-03
00008,Engineer,3163.9,714.47,1221.14,2449.43,104.03,2345.41,71.99,4457.04,2024-04
00008,Engineer,3216.22,603.57,1342.95,2612.65,260.68,2351.98,57.45,4616.61,2024-05
00008,Engineer,3200.74,728.1,1006.32,2472.65,83.92,2388.72,130.01,4337.08,2024-06
00008,Engineer,3203.86,645.96,960.26,2557.9,253.31,2304.59,96.89,4261.0,2024-07
00008,Engineer,3207.93,609.92,1160.36,2598.0,279.92,2318.09,133.75,4502.04,2024-08
00008,Engineer,3273.45,733.4,1033.66,2540.05,204.23,2335.83,118.32,4425.42,2024-09
00008,Engineer,3259.23,701.99,1110.58,2557.24,236.18,2321.06,77.66,4447.47,2024-10
00008,Engineer,3249.56,632.19,826.31,2617.38,209.25,2408.13,145.69,4221.56,2024-11
00008,Engineer,3443.13,777.88,886.37,2665.24,237.12,2428.13,45.17,4374.67,2024-12
00009,Engineer,3261.0,763.22,913.9,2497.79,93.0,2404.79,64.57,4239.47,2023-01
00009,Engineer,3280.17,753.39,1309.36,2526.78,179.19,2347.59,109.9,4699.42,2023-02
00009,Engineer,3606.32,761.1,1511.99,2845.22,257.18,2588.04,98.26,5216.57,2023-03
00009,Engineer,3606.89,791.04,1435.32,2815.85,273.62,2542.23,106.42,5148.64,2023-04
00009,Engineer,3588.41,688.95,1410.26,2899.46,222.48,2676.98,59.09,5057.76,2023-05
00009,Engineer,3555.73,816.32,1121.6,2739.41,275.06,2464.35,111.36,4788.7,2023-06
00009,Engineer,3780.33,847.62,1150.64,2932.71,226.75,2705.96,67.3,4998.28,2023-07
00009,Engineer,3795.2,893.35,1572.2,2901.85,236.96,2664.89,1.46,5368.86,2023-08
00009,Engineer,4436.82,941.15,1537.32,3495.67,278.51,3217.16,71.48,6045.62,2023-09
00009,Engineer,4404.07,919.31,1599.86,3484.75,251.8,3232.95,2.05,6005.97,2023-10
00009,Engineer,4471.75,960.07,1770.51,3511.68,414.95,3096.74,124.29,6366.55,2023-11
00009,Engineer,4534.32,867.76,1781.64,3666.56,435.12,3231.44,96.58,6412.54,2023-12
00009,Engineer,4545.98,979.42,1500.77,3566.57,409.1,3157.47,34.51,6081.27,2024-01
00009,Engineer,4546.21,940.09,1181.77,3606.13,497.63,3108.5,58.08,5786.06,2024-02
00009,Engineer,4579.56,942.69,1859.18,3636.86,435.82,3201.05,139.56,6578.3,2024-03
00009,Engineer,4554.78,878.01,1307.66,3676.76,476.14,3200.63,10.57,5873.01,2024-04
00009,Engineer,4600.79,902.24,1449.95,3698.55,433.82,3264.73,140.45,6191.19,2024-05
00009,Engineer,4574.45,927.63,1381.81,3646.82,404.36,3242.46,19.88,5976.14,2024-06
00009,Engineer,4623.41,841.55,1886.02,3781.86,479.75,3302.11,32.69,6542.12,2024-07
00009,Engineer,4577.87,988.17,1761.89,3589.7,411.9,3177.79,90.87,6430.62,2024-08
00009,Engineer,4577.58,968.41,1657.58,3609.17,425.49,3183.67,54.33,6289.49,2024-09
00009,Engineer,4584.17,941.58,1598.66,3642.59,421.95,3220.64,53.51,6236.33,2024-10
00009,Engineer,4620.36,893.16,1242.25,3727.2,498.68,3228.52,143.73,6006.33,2024-11
00009,Engineer,4621.63,906.84,1550.05,3714.79,417.67,3297.12,65.97,6237.65,2024-12
00010,Engineer,2309.9,512.32,873.8,1797.58,125.22,1672.36,69.32,3253.03,2023-01
00010,Engineer,2762.37,655.5,771.86,2106.87,109.15,1997.72,25.07,3559.3,2023-02
00010,Engineer,2746.65,535.42,825.1,2211.22,99.84,2111.38,60.8,3632.55,2023-03
00010,Engineer,2760.56,499.04,770.37,2261.52,126.28,2135.24,112.67,3643.6,2023-04
00010,Engineer,2724.75,594.38,978.42,2130.36,101.25,2029.12,9.13,3712.29,2023-05
00010,Engineer,2723.87,620.7,940.92,2103.17,144.03,1959.14,89.43,3754.22,2023-06
00010,Engineer,2747.45,646.92,739.84,2100.54,118.27,1982.27,146.53,3633.83,2023-07
00010,Engineer,2746.92,648.39,1060.37,2098.53,71.21,2027.32,109.8,3917.09,2023-08
00010,Engineer,2788.54,536.31,911.23,2252.23,69.79,2182.44,76.38,3776.15,2023-09
00010,Engineer,2813.25,657.6,836.76,2155.66,139.83,2015.83,100.72,3750.73,2023-10
00010,Engineer,2820.84,640.34,794.54,2180.5,128.42,2052.07,89.52,3704.9,2023-11
00010,Engineer,2846.76,527.35,841.97,2319.41,88.23,2231.18,114.4,3803.13,2023-12
00010,Engineer,2895.41,557.0,933.15,2338.42,142.35,2196.07,48.29,3876.85,2024-01
00010,Engineer,2875.67,586.76,950.17,2288.91,122.17,2166.74,129.16,3954.99,2024-02
00010,Engineer,2938.72,529.36,920.65,2409.36,89.33,2320.03,35.37,3894.74,2024-03
00010,Engineer,2942.83,616.78,1001.08,2326.05,105.1,2220.95,25.3,3969.21,2024-04
00010,Engineer,2938.75,600.41,741.18,2338.33,141.26,2197.07,16.13,3696.05,2024-05
00010,Engineer,2943.45,551.07,946.08,2392.38,73.17,2319.21,39.95,3929.48,2024-06
00010,Engineer,3504.24,732.24,1372.35,2772.0,226.92,2545.08,122.66,4999.25,2024-07
00010,Engineer,3538.61,660.07,923.49,2878.55,309.3,2569.25,55.65,4517.75,2024-08
00010,Engineer,3514.03,672.5,1389.8,2841.54,221.59,2619.95,5.17,4909.0,2024-09
00010,Engineer,3582.32,711.9,1287.81,2870.42,217.9,2652.53,97.39,4967.52,2024-10
00010,Engineer,3610.26,800.17,1306.24,2810.08,247.04,2563.04,2.65,4919.14,2024-11
00010,Engineer,3641.72,825.5,1301.68,2816.22,244.92,2571.31,11.56,4954.96,2024-12
00011,Engineer,2996.07,571.33,1058.64,2424.74,145.26,2279.47,36.62,4091.33,2023-01
00011,Engineer,2968.7,629.47,1051.26,2339.23,102.22,2237.01,18.37,4038.33,2023-02
00011,Engineer,2964.71,556.76,1007.46,2407.95,105.51,2302.44,132.69,4104.86,2023-03
00011,Engineer,2975.64,585.5,822.09,2390.15,126.68,2263.47,16.86,3814.59,2023-04
00011,Engineer,3022.22,651.2,1010.79,2371.02,132.02,2239.0,85.82,4118.83,2023-05
00011,Engineer,3006.8,560.21,781.39,2446.59,101.9,2344.69,76.05,3864.24,2023-06
00011,Engineer,3029.87,711.01,1217.06,2318.86,132.89,2185.97,101.41,4348.33,2023-07
00011,Engineer,3005.57,610.73,1168.73,2394.84,164.26,2230.58,75.73,4250.02,2023-08
00011,Engineer,3024.38,620.28,1114.34,2404.1,110.43,2293.67,10.78,4149.5,2023-09
00011,Engineer,2988.17,643.1,1026.25,2345.07,93.56,2251.51,40.99,4055.42,2023-10
00011,Engineer,2949.39,559.74,819.52,2389.65,126.49,2263.16,107.79,3876.7,2023-11
00011,Engineer,2950.27,626.74,976.49,2323.53,73.34,2250.19,130.76,4057.52,2023-12
00011,Engineer,2956.28,695.93,1051.89,2260.35,89.85,2170.49,145.06,4153.23,2024-01
00011,Engineer,2947.89,674.4,933.1,2273.49,152.88,2120.6,113.45,3994.44,2024-02
00011,Engineer,2914.98,538.71,1173.77,2376.27,109.47,2266.8,133.94,4222.7,2024-03
00011,Engineer,2942.96,560.71,927.88,2382.25,116.63,2265.61,54.59,3925.43,2024-04
00011,Engineer,2917.96,675.1,735.09,2242.86,91.24,2151.62,104.99,3758.04,2024-05
00011,Engineer,2906.99,564.05,1039.78,2342.93,89.19,2253.75,42.89,3989.66,2024-06
00011,Engineer,2878.24,589.59,1090.94,2288.66,125.61,2163.04,110.1,4079.29,2024-07
00011,Engineer,2843.49,555.19,767.87,2288.3,69.86,2218.44,49.01,3660.37,2024-08
00011,Engineer,2870.32,669.03,810.97,2201.29,79.01,2122.28,62.4,3743.69,2024-09
00011,Engineer,2878.11,655.16,1160.39,2222.95,94.31,2128.63,133.63,4172.13,2024-10
00011,Engineer,2871.9,662.18,1063.18,2209.72,127.77,2081.94,32.04,3967.12,2024-11
00011,Engineer,2838.78,595.22,1090.76,2243.56,144.75,2098.82,85.98,4015.53,2024-12
00012,Engineer,2821.35,595.89,1100.8,2225.46,137.18,2088.28,32.91,3955.05,2023-01
00012,Engineer,2812.26,546.92,1076.06,2265.34,89.93,2175.42,31.68,3919.99,2023-02
00012,Engineer,2839.23,562.27,976.4,2276.96,72.62,2204.34,97.86,3913.49,2023-03
00012,Engineer,2828.86,539.5,1144.97,2289.37,95.8,2193.56,82.02,4055.85,2023-04
00012,Engineer,2826.76,580.68,804.97,2246.07,148.49,2097.58,146.19,3777.92,2023-05
00012,Engineer,2756.61,523.72,728.49,2232.89,75.78,2157.11,6.56,3491.67,2023-06
00012,Engineer,2757.99,572.21,980.3,2185.78,151.56,2034.22,32.01,3770.3,2023-07
00012,Engineer,2724.14,561.57,1106.34,2162.57,99.16,2063.41,2.45,3832.93,2023-08
00012,Engineer,2793.66,571.11,1013.41,2222.55,111.71,2110.83,117.39,3924.46,2023-09
00012,Engineer,2775.54,638.22,699.83,2137.32,135.82,2001.5,145.87,3621.24,2023-10
00012,Engineer,2742.05,584.92,725.47,2157.12,86.24,2070.88,32.47,3499.99,2023-11
00012,Engineer,2734.16,540.57,797.84,2193.59,133.93,2059.66,111.34,3643.33,2023-12
00012,Engineer,2740.74,508.62,848.83,2232.11,103.19,2128.93,74.86,3664.43,2024-01
00012,Engineer,2766.88,651.73,724.69,2115.15,129.95,1985.19,97.46,3589.02,2024-02
00012,Engineer,2985.09,594.1,1015.31,2390.99,100.43,2290.55,131.25,4131.65,2024-03
00012,Engineer,3001.33,641.19,1026.78,2360.14,151.06,2209.09,80.56,4108.67,2024-04
00012,Engineer,3009.72,701.47,765.08,2308.24,137.8,2170.44,99.17,3873.97,2024-05
00012,Engineer,3046.76,632.56,839.6,2414.2,162.58,2251.61,91.62,3977.98,2024-06
00012,Engineer,3171.84,617.77,1083.28,2554.07,236.37,2317.7,125.54,4380.66,2024-07
