employee_id,role,salaire_brut,cot_salariale,cot_patronale,net_imposable,PAS,net_paye,avantages,total_cost,month
40,Junior,2266.34,492.06,683.04,1774.28,54.93,1719.35,42.32,2991.69,2023-01-01
41,Junior,2789.03,599.46,875.01,2189.57,114.14,2075.43,19.76,3683.81,2023-01-01
42,Junior,1639.76,391.43,436.28,1248.34,0.0,1248.34,112.0,2188.05,2023-01-01
43,Junior,1929.59,454.87,613.81,1474.71,0.0,1474.71,38.75,2582.14,2023-01-01
44,Junior,1807.6,329.75,674.52,1477.85,0.0,1477.85,139.57,2621.69,2023-01-01
45,Junior,1602.53,334.17,586.49,1268.36,0.0,1268.36,90.52,2279.55,2023-01-01
46,Junior,2321.29,438.96,608.92,1882.34,93.53,1788.81,35.91,2966.12,2023-01-01
47,Junior,1579.82,356.97,512.77,1222.86,0.0,1222.86,125.06,2217.66,2023-01-01
48,Junior,2777.92,592.65,754.15,2185.26,75.23,2110.03,144.36,3676.43,2023-01-01
49,Junior,1602.41,357.67,653.78,1244.74,0.0,1244.74,10.62,2266.81,2023-01-01
50,Junior,1835.77,369.53,697.48,1466.24,0.0,1466.24,91.58,2624.84,2023-01-01
51,Junior,1894.88,355.28,781.4,1539.6,75.41,1464.19,54.46,2730.74,2023-01-01
52,Junior,2117.0,416.4,628.55,1700.6,70.46,1630.14,133.37,2878.92,2023-01-01
53,Junior,1532.99,325.9,474.16,1207.09,0.0,1207.09,71.22,2078.37,2023-01-01
54,Junior,2521.41,511.64,722.48,2009.77,82.56,1927.21,98.25,3342.15,2023-01-01
55,Junior,2356.26,452.42,623.38,1903.84,95.13,1808.71,96.61,3076.25,2023-01-01
56,Junior,2069.53,379.96,707.24,1689.57,56.0,1633.58,47.51,2824.28,2023-01-01
57,Junior,2027.85,469.2,543.11,1558.64,48.84,1509.81,68.5,2639.46,2023-01-01
58,Junior,1659.67,312.07,422.3,1347.59,0.0,1347.59,9.45,2091.41,2023-01-01
59,Junior,1849.36,425.3,639.48,1424.05,0.0,1424.05,47.69,2536.53,2023-01-01
60,Junior,2064.84,416.44,622.08,1648.41,55.37,1593.04,73.97,2760.9,2023-01-01
61,Junior,2328.25,503.53,969.13,1824.72,61.41,1763.31,61.63,3359.02,2023-01-01
62,Junior,2328.82,513.5,610.71,1815.31,101.93,1713.38,20.71,2960.24,2023-01-01
63,Junior,1891.47,433.19,710.63,1458.28,0.0,1458.28,69.64,2671.74,2023-01-01
64,Junior,2077.21,399.01,575.17,1678.2,61.73,1616.46,143.25,2795.63,2023-01-01
65,Junior,2070.95,416.07,518.03,1654.88,91.51,1563.38,2.1,2591.08,2023-01-01
66,Junior,1876.8,356.17,733.94,1520.63,99.84,1420.79,83.7,2694.43,2023-01-01
67,Junior,1879.9,346.81,746.28,1533.09,84.86,1448.23,60.29,2686.47,2023-01-01
68,Junior,1712.29,384.41,613.2,1327.87,0.0,1327.87,24.35,2349.84,2023-01-01
69,Junior,2028.37,428.44,799.56,1599.93,84.56,1515.37,114.57,2942.5,2023-01-01
70,Junior,1833.54,420.25,728.06,1413.29,0.0,1413.29,66.85,2628.44,2023-01-01
71,Junior,2385.65,479.07,862.07,1906.58,84.2,1822.38,125.81,3373.53,2023-01-01
72,Junior,1521.28,320.35,609.06,1200.93,0.0,1200.93,103.94,2234.28,2023-01-01
73,Junior,1764.82,338.95,716.31,1425.88,0.0,1425.88,13.96,2495.09,2023-01-01
74,Junior,1677.99,307.62,642.83,1370.37,0.0,1370.37,144.94,2465.76,2023-01-01
75,Mid-Level,3451.51,827.59,1442.03,2623.91,199.87,2424.05,36.57,4930.1,2023-01-01
76,Mid-Level,2751.64,597.5,1022.13,2154.14,124.85,2029.29,104.56,3878.33,2023-01-01
77,Mid-Level,3152.44,626.28,1292.59,2526.16,186.57,2339.59,131.12,4576.14,2023-01-01
78,Mid-Level,3348.56,677.01,1391.26,2671.55,263.05,2408.49,129.12,4868.94,2023-01-01
79,Mid-Level,2975.93,652.01,975.1,2323.92,135.09,2188.83,12.08,3963.11,2023-01-01
80,Mid-Level,2394.08,454.02,640.75,1940.07,126.15,1813.92,4.22,3039.06,2023-01-01
81,Mid-Level,2862.05,544.44,917.39,2317.62,96.33,2221.29,94.63,3874.07,2023-01-01
82,Mid-Level,2460.29,526.7,845.31,1933.59,71.48,1862.11,64.36,3369.96,2023-01-01
83,Mid-Level,3060.94,717.35,798.72,2343.6,163.94,2179.66,127.71,3987.37,2023-01-01
84,Mid-Level,2560.19,465.18,880.44,2095.01,137.26,1957.75,147.9,3588.52,2023-01-01
85,Mid-Level,2473.57,479.49,819.57,1994.08,93.53,1900.55,79.84,3372.98,2023-01-01
86,Mid-Level,3405.63,804.15,880.78,2601.48,259.73,2341.75,52.8,4339.21,2023-01-01
87,Mid-Level,2450.38,493.87,1028.85,1956.5,63.63,1892.87,23.39,3502.62,2023-01-01
88,Mid-Level,2808.23,577.93,960.35,2230.3,88.69,2141.62,55.88,3824.46,2023-01-01
89,Mid-Level,3115.42,723.59,1006.58,2391.84,119.98,2271.86,96.45,4218.45,2023-01-01
90,Mid-Level,3333.01,651.21,1283.78,2681.8,274.55,2407.25,48.87,4665.66,2023-01-01
91,Mid-Level,3342.27,715.21,1092.87,2627.06,258.84,2368.22,2.33,4437.48,2023-01-01
92,Mid-Level,2840.43,522.14,1005.18,2318.29,82.65,2235.64,11.44,3857.05,2023-01-01
93,Mid-Level,2936.91,544.62,903.23,2392.29,83.7,2308.59,41.64,3881.77,2023-01-01
94,Mid-Level,2930.3,681.21,744.91,2249.1,121.3,2127.8,116.38,3791.59,2023-01-01
95,Mid-Level,2445.51,511.46,677.65,1934.05,58.34,1875.71,18.23,3141.39,2023-01-01
96,Mid-Level,3738.51,874.45,1520.16,2864.06,304.81,2559.25,139.46,5398.13,2023-01-01
97,Mid-Level,3408.34,766.85,1331.96,2641.49,269.34,2372.15,28.22,4768.51,2023-01-01
98,Mid-Level,2659.72,507.62,830.82,2152.11,131.92,2020.19,136.58,3627.12,2023-01-01
99,Mid-Level,3365.64,648.54,1018.28,2717.1,207.56,2509.54,98.34,4482.25,2023-01-01
100,Mid-Level,3378.92,708.58,1117.2,2670.34,219.99,2450.35,92.83,4588.96,2023-01-01
101,Mid-Level,3433.28,762.61,999.03,2670.68,195.95,2474.73,80.68,4513.0,2023-01-01
102,Mid-Level,2699.05,546.04,1066.57,2153.01,101.35,2051.66,65.74,3831.36,2023-01-01
103,Mid-Level,3156.04,693.26,1308.66,2462.78,126.06,2336.72,116.32,4581.03,2023-01-01
104,Mid-Level,2451.16,502.05,940.14,1949.11,76.16,1872.95,40.38,3431.68,2023-01-01
105,Mid-Level,2861.45,679.53,773.03,2181.92,136.4,2045.53,10.04,3644.52,2023-01-01
106,Mid-Level,3295.32,784.78,880.65,2510.54,246.46,2264.08,96.28,4272.25,2023-01-01
107,Mid-Level,3307.62,626.69,1154.37,2680.93,276.11,2404.83,103.1,4565.09,2023-01-01
108,Mid-Level,3148.4,620.92,932.29,2527.48,276.28,2251.19,53.38,4134.08,2023-01-01
109,Mid-Level,3314.65,609.38,1331.56,2705.26,279.33,2425.93,84.92,4731.13,2023-01-01
110,Mid-Level,2966.34,679.96,992.21,2286.38,77.56,2208.81,117.5,4076.04,2023-01-01
111,Mid-Level,3477.13,834.51,939.1,2642.62,233.37,2409.25,149.65,4565.88,2023-01-01
112,Mid-Level,3304.99,644.04,1118.52,2660.95,290.08,2370.87,53.39,4476.9,2023-01-01
113,Mid-Level,2924.48,537.71,1013.03,2386.77,86.6,2300.18,5.52,3943.04,2023-01-01
114,Mid-Level,4333.91,812.31,1697.26,3521.61,452.54,3069.07,55.58,6086.76,2023-01-01
115,Mid-Level,2509.26,542.56,928.2,1966.7,123.03,1843.67,52.97,3490.42,2023-01-01
116,Mid-Level,3200.54,621.97,1251.66,2578.58,275.83,2302.75,112.76,4564.96,2023-01-01
117,Mid-Level,3221.23,689.31,1250.42,2531.92,250.24,2281.69,8.88,4480.53,2023-01-01
118,Mid-Level,3456.81,643.86,1019.5,2812.96,206.6,2606.36,122.96,4599.27,2023-01-01
119,Mid-Level,2434.72,485.61,897.27,1949.12,87.65,1861.47,29.62,3361.61,2023-01-01
120,Mid-Level,3390.65,616.12,1211.25,2774.53,282.19,2492.35,135.56,4737.46,2023-01-01
121,Mid-Level,4324.77,917.32,1568.04,3407.45,299.19,3108.26,108.88,6001.69,2023-01-01
122,Mid-Level,3151.55,584.7,955.21,2566.85,208.72,2358.14,82.59,4189.36,2023-01-01
123,Mid-Level,4351.3,838.98,1291.81,3512.33,451.75,3060.58,102.99,5746.1,2023-01-01
124,Mid-Level,3160.19,748.13,1305.65,2412.05,151.93,2260.12,44.47,4510.31,2023-01-01
125,Mid-Level,2829.04,632.96,863.95,2196.08,144.09,2051.99,12.42,3705.41,2023-01-01
126,Mid-Level,3289.08,615.9,1362.93,2673.18,202.07,2471.11,90.72,4742.72,2023-01-01
127,Mid-Level,3352.09,696.97,1306.33,2655.13,224.58,2430.55,87.2,4745.63,2023-01-01
128,Mid-Level,3268.74,595.72,1059.54,2673.02,189.97,2483.05,61.61,4389.89,2023-01-01
129,Mid-Level,2974.05,645.33,876.79,2328.73,98.86,2229.87,56.94,3907.79,2023-01-01
130,Mid-Level,4303.3,893.2,1781.13,3410.1,297.6,3112.5,27.94,6112.37,2023-01-01
131,Mid-Level,2653.74,494.38,929.18,2159.36,137.88,2021.48,79.86,3662.77,2023-01-01
132,Mid-Level,3785.32,898.06,1454.16,2887.26,221.27,2665.98,4.91,5244.38,2023-01-01
133,Mid-Level,3011.45,681.18,765.26,2330.28,118.41,2211.87,77.44,3854.14,2023-01-01
134,Mid-Level,3254.77,601.78,1131.51,2652.99,275.06,2377.93,51.92,4438.19,2023-01-01
135,Mid-Level,2519.05,495.26,872.3,2023.79,84.63,1939.16,73.99,3465.34,2023-01-01
136,Mid-Level,4297.67,838.72,1656.38,3458.95,368.18,3090.77,21.04,5975.09,2023-01-01
137,Mid-Level,2914.9,641.31,1011.11,2273.59,89.46,2184.13,104.11,4030.13,2023-01-01
138,Mid-Level,3399.82,778.33,1080.51,2621.49,266.83,2354.66,127.13,4607.45,2023-01-01
139,Mid-Level,2484.26,565.94,815.41,1918.33,129.8,1788.53,101.59,3401.26,2023-01-01
140,Mid-Level,2727.93,506.78,850.83,2221.15,79.08,2142.07,12.28,3591.03,2023-01-01
141,Mid-Level,2606.13,499.65,806.25,2106.48,146.92,1959.56,134.54,3546.93,2023-01-01
142,Mid-Level,2669.79,533.54,807.18,2136.25,136.79,1999.46,145.3,3622.27,2023-01-01
143,Mid-Level,2615.89,567.89,980.29,2048.01,128.79,1919.22,100.86,3697.04,2023-01-01
144,Mid-Level,2982.11,549.05,1112.02,2433.06,112.45,2320.61,123.38,4217.51,2023-01-01
145,Mid-Level,2962.84,638.0,960.35,2324.84,145.0,2179.85,147.57,4070.76,2023-01-01
146,Mid-Level,3231.22,615.73,1289.21,2615.49,260.53,2354.96,79.22,4599.66,2023-01-01
147,Mid-Level,3742.16,730.15,1323.57,3012.0,264.8,2747.2,9.08,5074.81,2023-01-01
148,Mid-Level,3900.6,804.25,1533.2,3096.35,247.05,2849.3,40.79,5474.58,2023-01-01
149,Mid-Level,3404.96,657.25,1113.89,2747.71,298.01,2449.7,90.22,4609.06,2023-01-01
150,Mid-Level,3108.68,588.17,826.59,2520.51,205.62,2314.89,105.11,4040.38,2023-01-01
151,Mid-Level,4568.96,978.98,1197.91,3589.98,441.29,3148.69,45.72,5812.58,2023-01-01
152,Mid-Level,2752.72,534.98,746.42,2217.74,136.59,2081.15,121.11,3620.25,2023-01-01
153,Mid-Level,2687.04,534.16,878.89,2152.88,113.91,2038.97,22.99,3588.93,2023-01-01
154,Mid-Level,3239.9,641.61,1300.8,2598.3,221.09,2377.2,36.92,4577.63,2023-01-01
155,Mid-Level,2430.69,438.41,859.83,1992.28,137.3,1854.98,99.34,3389.86,2023-01-01
156,Mid-Level,2907.57,588.97,984.71,2318.6,95.11,2223.49,113.79,4006.07,2023-01-01
157,Mid-Level,3210.8,721.75,878.38,2489.05,115.26,2373.79,128.02,4217.21,2023-01-01
158,Mid-Level,2546.17,508.57,851.21,2037.61,99.07,1938.53,49.07,3446.46,2023-01-01
159,Mid-Level,2599.21,549.1,874.29,2050.11,65.87,1984.24,53.52,3527.02,2023-01-01
160,Mid-Level,3305.54,747.83,1040.78,2557.71,262.97,2294.74,16.34,4362.66,2023-01-01
161,Mid-Level,2875.32,663.31,1014.16,2212.0,124.04,2087.96,54.23,3943.7,2023-01-01
162,Mid-Level,3180.06,646.23,1007.76,2533.83,244.88,2288.95,74.77,4262.59,2023-01-01
163,Mid-Level,3159.37,674.46,934.86,2484.91,171.32,2313.59,112.61,4206.84,2023-01-01
164,Mid-Level,4140.12,923.06,1319.45,3217.05,286.24,2930.81,23.02,5482.59,2023-01-01
165,Mid-Level,2673.08,562.87,759.54,2110.21,90.67,2019.54,58.25,3490.87,2023-01-01
166,Mid-Level,3891.01,862.91,1144.08,3028.1,324.67,2703.43,93.13,5128.22,2023-01-01
167,Mid-Level,3190.17,596.73,1169.44,2593.44,265.74,2327.7,23.12,4382.74,2023-01-01
168,Mid-Level,2636.05,623.69,899.67,2012.35,83.24,1929.11,139.49,3675.21,2023-01-01
169,Mid-Level,2868.1,518.28,743.8,2349.82,79.97,2269.85,12.9,3624.8,2023-01-01
170,Mid-Level,2474.58,483.25,919.98,1991.33,95.72,1895.61,11.12,3405.68,2023-01-01
171,Mid-Level,3426.29,741.55,1414.73,2684.74,220.29,2464.45,47.49,4888.51,2023-01-01
172,Mid-Level,3365.03,782.01,907.58,2583.02,240.84,2342.17,99.97,4372.58,2023-01-01
173,Mid-Level,3360.44,696.67,1051.5,2663.77,242.85,2420.92,6.4,4418.34,2023-01-01
174,Mid-Level,3381.66,773.09,1123.09,2608.57,189.1,2419.47,19.62,4524.37,2023-01-01
175,Senior,4992.72,975.35,1276.09,4017.37,532.95,3484.42,89.06,6357.88,2023-01-01
176,Senior,5310.92,1002.7,1541.48,4308.22,592.31,3715.91,8.41,6860.81,2023-01-01
177,Senior,4490.09,980.0,1159.1,3510.09,468.83,3041.26,3.35,5652.53,2023-01-01
178,Senior,5617.57,1278.21,2201.25,4339.36,551.56,3787.8,49.53,7868.34,2023-01-01
179,Senior,4292.52,794.95,1749.22,3497.57,378.05,3119.52,78.51,6120.24,2023-01-01
180,Senior,3635.31,689.43,1250.25,2945.89,303.85,2642.04,85.11,4970.68,2023-01-01
181,Senior,5198.53,1140.61,1522.88,4057.93,450.71,3607.22,142.59,6864.01,2023-01-01
182,Senior,4154.17,965.04,1533.8,3189.13,336.06,2853.07,3.73,5691.7,2023-01-01
183,Senior,5426.17,1194.56,2115.54,4231.61,559.57,3672.04,108.09,7649.8,2023-01-01
184,Senior,5834.79,1299.47,1698.32,4535.32,582.25,3953.08,47.81,7580.92,2023-01-01
185,Senior,3609.69,861.93,938.98,2747.77,281.91,2465.86,17.89,4566.56,2023-01-01
186,Senior,5079.12,1200.69,1777.86,3878.43,541.08,3337.35,0.41,6857.39,2023-01-01
187,Senior,5630.06,1033.86,1787.71,4596.2,621.3,3974.9,137.81,7555.58,2023-01-01
188,Senior,3965.42,865.22,1183.69,3100.21,336.48,2763.73,98.94,5248.06,2023-01-01
189,Senior,4733.05,927.84,1264.28,3805.21,505.18,3300.04,20.43,6017.76,2023-01-01
190,Senior,6382.2,1250.82,2577.95,5131.38,862.27,4269.11,7.36,8967.51,2023-01-01
191,Senior,6806.49,1542.51,2570.03,5263.98,864.74,4399.24,85.77,9462.29,2023-01-01
192,Senior,4692.5,967.26,1203.3,3725.24,447.87,3277.37,119.17,6014.97,2023-01-01
193,Senior,7508.87,1491.92,2081.4,6016.95,1011.76,5005.19,1.26,9591.53,2023-01-01
194,Senior,4101.0,868.25,1303.14,3232.75,296.08,2936.67,45.11,5449.24,2023-01-01
195,Senior,4377.63,965.79,1577.87,3411.84,315.18,3096.66,146.92,6102.42,2023-01-01
196,Senior,5327.64,1194.24,1722.64,4133.4,467.77,3665.63,101.15,7151.42,2023-01-01
197,Senior,4498.21,811.71,1866.92,3686.51,444.05,3242.46,53.64,6418.78,2023-01-01
198,Senior,6288.21,1415.85,1760.13,4872.35,598.68,4273.67,63.5,8111.83,2023-01-01
199,Senior,4506.82,870.77,1190.0,3636.06,445.14,3190.92,98.23,5795.05,2023-01-01
200,Senior,4108.47,806.72,1159.94,3301.75,317.28,2984.47,75.62,5344.03,2023-01-01
201,Senior,3940.82,797.98,1459.2,3142.84,240.14,2902.7,52.2,5452.22,2023-01-01
202,Senior,3501.16,735.79,967.87,2765.36,270.55,2494.81,8.83,4477.86,2023-01-01
203,Senior,5394.2,1270.55,1623.6,4123.65,501.28,3622.37,118.37,7136.17,2023-01-01
204,Senior,3696.16,883.62,1537.37,2812.54,250.03,2562.51,128.31,5361.84,2023-01-01
205,Senior,4128.61,866.67,1439.56,3261.94,336.49,2925.45,137.84,5706.01,2023-01-01
206,Senior,4377.24,1006.63,1564.02,3370.6,365.35,3005.25,10.84,5952.1,2023-01-01
207,Senior,4888.52,1140.47,1408.18,3748.05,491.29,3256.76,117.5,6414.2,2023-01-01
208,Senior,3555.78,644.35,1362.04,2911.43,306.9,2604.54,11.83,4929.66,2023-01-01
209,Senior,3932.29,777.85,1476.03,3154.44,285.87,2868.57,86.62,5494.94,2023-01-01
210,Senior,4771.78,960.55,1238.97,3811.23,436.54,3374.69,113.62,6124.37,2023-01-01
211,Senior,3747.34,722.0,1034.1,3025.33,323.49,2701.84,93.67,4875.11,2023-01-01
212,Senior,4831.7,1115.56,1826.89,3716.13,442.77,3273.36,85.96,6744.55,2023-01-01
213,Senior,5203.15,1062.17,1702.97,4140.98,532.67,3608.31,4.33,6910.46,2023-01-01
214,Senior,5054.5,1168.63,2100.12,3885.87,525.15,3360.72,146.84,7301.46,2023-01-01
215,Senior,5044.75,1010.61,1702.48,4034.14,527.95,3506.2,53.68,6800.91,2023-01-01
216,Senior,4025.16,846.79,1341.41,3178.37,341.85,2836.52,114.4,5480.97,2023-01-01
217,Senior,5523.8,1270.18,2308.81,4253.63,532.09,3721.54,134.75,7967.36,2023-01-01
218,Senior,4633.72,991.08,1461.55,3642.64,442.11,3200.53,72.36,6167.63,2023-01-01
219,Senior,4422.88,818.35,1132.6,3604.53,485.4,3119.13,48.51,5603.99,2023-01-01
220,Senior,6155.02,1287.62,2141.91,4867.4,601.49,4265.91,1.75,8298.68,2023-01-01
221,Senior,4374.89,903.18,1170.8,3471.71,314.74,3156.97,112.92,5658.6,2023-01-01
222,Senior,7225.43,1356.26,2596.74,5869.17,966.67,4902.5,5.03,9827.19,2023-01-01
223,Senior,3586.85,734.55,1147.09,2852.3,309.29,2543.01,38.06,4772.0,2023-01-01
224,Senior,3915.73,864.01,1570.29,3051.72,216.77,2834.95,105.74,5591.76,2023-01-01
225,Manager,13063.73,2539.84,4879.04,10523.89,1773.03,8750.86,82.88,18025.65,2023-01-01
226,Manager,10234.86,2145.68,3438.74,8089.18,1328.31,6760.86,149.33,13822.93,2023-01-01
227,Manager,6349.21,1335.43,2354.83,5013.78,827.15,4186.64,148.09,8852.13,2023-01-01
228,Manager,8007.01,1662.2,2637.9,6344.81,918.32,5426.49,40.49,10685.39,2023-01-01
229,Manager,14484.77,3008.63,4233.78,11476.14,1888.44,9587.7,45.03,18763.58,2023-01-01
230,Manager,8242.56,1544.02,2715.12,6698.55,1152.64,5545.9,139.58,11097.26,2023-01-01
231,Manager,7359.04,1645.92,2150.27,5713.12,978.81,4734.31,116.0,9625.31,2023-01-01
232,Manager,12151.09,2718.07,4408.18,9433.02,1613.98,7819.04,47.75,16607.02,2023-01-01
233,Manager,10018.25,2148.38,4097.79,7869.87,1251.63,6618.24,36.05,14152.09,2023-01-01
234,Manager,8990.79,2113.06,3772.28,6877.73,1120.58,5757.16,111.96,12875.04,2023-01-01
235,Manager,13701.05,2597.34,3451.3,11103.71,1964.02,9139.7,103.14,17255.5,2023-01-01
236,Manager,8018.43,1606.43,2272.29,6411.99,1145.05,5266.95,79.8,10370.51,2023-01-01
237,Manager,8460.81,1689.63,2487.42,6771.17,961.85,5809.32,80.95,11029.18,2023-01-01
238,Manager,6130.79,1435.83,1634.04,4694.95,545.53,4149.42,20.86,7785.69,2023-01-01
239,Manager,10855.34,2237.3,4465.1,8618.04,1536.07,7081.97,28.61,15349.06,2023-01-01
240,Manager,15356.22,3417.62,4155.44,11938.61,2089.28,9849.32,103.55,19615.21,2023-01-01
241,Manager,7732.89,1471.5,1941.79,6261.39,927.89,5333.5,17.48,9692.16,2023-01-01
242,Manager,8308.3,1585.89,2365.74,6722.41,994.03,5728.38,68.37,10742.42,2023-01-01
243,Manager,6148.18,1278.0,1547.56,4870.18,603.2,4266.98,71.2,7766.94,2023-01-01
244,Manager,7891.41,1457.35,2101.35,6434.06,990.71,5443.35,102.9,10095.66,2023-01-01
245,Manager,7055.64,1521.85,2485.91,5533.79,792.81,4740.97,107.02,9648.56,2023-01-01
246,Manager,13008.39,2451.87,5122.02,10556.52,1746.42,8810.1,105.39,18235.8,2023-01-01
247,Manager,12154.4,2600.97,3056.71,9553.44,1348.73,8204.71,133.61,15344.73,2023-01-01
248,Manager,7877.36,1742.42,2523.93,6134.94,983.48,5151.46,94.89,10496.18,2023-01-01
249,Manager,12831.67,2815.18,3318.29,10016.49,1642.13,8374.36,137.48,16287.44,2023-01-01
1,Intern,914.98,190.84,275.8,724.15,0.0,724.15,53.57,1244.35,2023-02-01
2,Intern,639.84,118.01,259.87,521.83,0.0,521.83,32.21,931.92,2023-02-01
3,Intern,691.39,164.7,290.16,526.68,0.0,526.68,114.8,1096.34,2023-02-01
4,Intern,820.91,174.64,341.8,646.27,0.0,646.27,73.49,1236.19,2023-02-01
5,Intern,852.41,190.88,356.34,661.53,0.0,661.53,40.8,1249.55,2023-02-01
6,Intern,745.89,168.94,284.3,576.96,0.0,576.96,114.63,1144.83,2023-02-01
7,Intern,605.34,127.2,204.68,478.14,0.0,478.14,115.52,925.54,2023-02-01
8,Intern,861.92,197.57,340.79,664.35,0.0,664.35,2.6,1205.3,2023-02-01
9,Intern,833.7,164.58,269.58,669.12,0.0,669.12,88.29,1191.56,2023-02-01
10,Intern,862.68,181.79,326.59,680.89,0.0,680.89,100.42,1289.69,2023-02-01
11,Intern,736.36,164.66,225.27,571.7,0.0,571.7,15.54,977.17,2023-02-01
12,Intern,683.24,157.38,175.36,525.86,0.0,525.86,127.18,985.78,2023-02-01
13,Junior,1965.86,363.55,701.21,1602.31,63.48,1538.83,142.78,2809.85,2023-02-01
14,Junior,1547.68,319.31,492.74,1228.37,0.0,1228.37,63.45,2103.87,2023-02-01
15,Junior,1508.66,307.89,577.1,1200.77,0.0,1200.77,100.62,2186.38,2023-02-01
16,Junior,2409.35,450.17,614.65,1959.19,118.1,1841.08,70.22,3094.22,2023-02-01
17,Junior,2411.54,518.35,788.84,1893.19,112.85,1780.34,18.73,3219.11,2023-02-01
18,Junior,1945.96,453.96,680.28,1492.0,0.0,1492.0,128.29,2754.53,2023-02-01
19,Junior,2331.76,441.32,967.31,1890.44,124.38,1766.06,40.07,3339.14,2023-02-01
20,Junior,2337.98,531.86,686.81,1806.12,106.87,1699.25,117.79,3142.57,2023-02-01
21,Junior,2728.04,641.76,707.4,2086.28,93.08,1993.19,98.4,3533.84,2023-02-01
22,Junior,2246.39,454.73,732.81,1791.66,96.75,1694.91,77.73,3056.93,2023-02-01
23,Junior,2203.21,419.23,784.08,1783.99,100.39,1683.6,140.99,3128.29,2023-02-01
24,Junior,1875.48,349.81,664.58,1525.67,58.24,1467.43,91.69,2631.75,2023-02-01
25,Junior,2585.69,480.6,917.32,2105.09,139.91,1965.18,122.45,3625.46,2023-02-01
26,Junior,2189.86,446.37,720.12,1743.49,92.62,1650.86,5.66,2915.64,2023-02-01
